price_raw,price_num,bhk_raw,bhk_number,area_raw,area_sqft,locality,city,listing_url
₹ 72.3 Lac,7230000,"2 BHK Flat for Sale in Maan, Pune",2,Carpet Area 693 sqft,693,Maan,Pune,https://www.magicbricks.com/kohinoor-sportsville-maan-pune-pdpid-4d4235323931333137
₹ 1.28 Cr,12800000,"3 BHK Flat for Sale in Bavdhan, Pune",3,Carpet Area 1230 sqft,1230,Bavdhan,Pune,https://www.magicbricks.com/nyati-equinox-bavdhan-pune-pdpid-4d4235333834343633
₹ 40.5 Lac,4050000,"2 BHK Flat for Sale in Pirangut, Pune",2,Super Area 890 sqft,890,Pirangut,Pune,https://www.magicbricks.com/trademark-life-pirangut-pune-pdpid-4d4235303033313231
₹ 1.60 Cr,16000000,"3 BHK Flat for Sale in Hinjawadi, Pune",3,Super Area 1200 sqft,1200,Hinjawadi,Pune,https://www.magicbricks.com/r7-life-republic-hinjewadi-pune-pdpid-4d4235323130383735
₹ 1 Cr,10000000,"3 BHK Flat for Sale in Bakori Road, Pune",3,Super Area 1600 sqft,1600,Bakori Road,Pune,https://www.magicbricks.com/maple-woodz-bakori-road-pune-pdpid-4d4235303236363038
₹ 6.30 Cr,63000000,"1 BHK Flat for Sale in Lohegaon, Pune",1,Super Area 590 sqft,590,Lohegaon,Pune,https://www.magicbricks.com/shreeram-shivalay-east-lohegaon-pune-pdpid-4d4235333932363837
₹ 1.49 Cr,14900000,"3 BHK Flat for Sale in Keshav Nagar Mundhwa, Pune",3,Carpet Area 1172 sqft,1172,Keshav Nagar Mundhwa,Pune,https://www.magicbricks.com/purva-atmosphere-keshav-nagar-pune-pdpid-4d4235343237353333
₹ 1.27 Cr,12700000,"2 BHK Flat for Sale in Keshav Nagar Mundhwa, Pune",2,Carpet Area 975 sqft,975,Keshav Nagar Mundhwa,Pune,https://www.magicbricks.com/purva-atmosphere-keshav-nagar-pune-pdpid-4d4235343237353333
₹ 1.08 Cr,10800000,"2 BHK Flat for Sale in Keshav Nagar Mundhwa, Pune",2,Carpet Area 858 sqft,858,Keshav Nagar Mundhwa,Pune,https://www.magicbricks.com/purva-atmosphere-keshav-nagar-pune-pdpid-4d4235343237353333
₹ 1.06 Cr,10600000,"2 BHK Flat for Sale in Keshav Nagar Mundhwa, Pune",2,Carpet Area 842 sqft,842,Keshav Nagar Mundhwa,Pune,https://www.magicbricks.com/purva-atmosphere-keshav-nagar-pune-pdpid-4d4235343237353333
₹ 95 Lac,9500000,"2 BHK Flat for Sale in Keshav Nagar Mundhwa, Pune",2,Carpet Area 756 sqft,756,Keshav Nagar Mundhwa,Pune,https://www.magicbricks.com/purva-atmosphere-keshav-nagar-pune-pdpid-4d4235343237353333
₹ 75 Lac,7500000,"2 BHK Flat for Sale in Kothrud, Pune",2,Super Area 850 sqft,850,Kothrud,Pune,https://www.magicbricks.com/propertyDetails/2-BHK-850-Sq-ft-Multistorey-Apartment-FOR-Sale-Kothrud-in-Pune&id=4d423639393030333931
₹ 25 Lac,2500000,"1 BHK Flat for Sale in Keshav Nagar Mundhwa, Pune",1,Super Area 514 sqft,514,Keshav Nagar Mundhwa,Pune,https://www.magicbricks.com/propertyDetails/1-BHK-514-Sq-ft-Multistorey-Apartment-FOR-Sale-Keshav-Nagar-in-Pune&id=4d423639393030313833
₹ 85.5 Lac,8550000,"3 BHK Flat for Sale in Kiwale, Dehu Road, Pune",3,Carpet Area 1009 sqft,1009,Kiwale,Pune,https://www.magicbricks.com/gk-aryaban-kiwale-pune-pdpid-4d4235343137313039
₹ 1.90 Cr,19000000,"2 BHK Flat for Sale in Balewadi, Pune",2,Super Area 1150 sqft,1150,Balewadi,Pune,https://www.magicbricks.com/park-express-phase-ii-balewadi-pune-pdpid-4d4235313138343539
₹ 4.32 Cr,43200000,"4 BHK Flat for Sale in Erandwane, Pune",4,Carpet Area 1623 sqft,1623,Erandwane,Pune,https://www.magicbricks.com/venkatesh-erandwane-central-erandwane-pune-pdpid-4d4235333237303135
₹ 85.8 Lac,8580000,"3 BHK Flat for Sale in Kiwale, Dehu Road, Pune",3,Carpet Area 1009 sqft,1009,Kiwale,Pune,https://www.magicbricks.com/gk-aryaban-kiwale-pune-pdpid-4d4235343137313039
₹ 1.45 Cr,14500000,"3 BHK Flat for Sale in Siddhivinayak Ginger, Pimpri Chinchwad, Pune",3,Carpet Area 1200 sqft,1200,Siddhivinayak Ginger,Pune,https://www.magicbricks.com/aureate-siddhivinayak-ginger-pune-pdpid-4d4235303835303637
₹ 54 Lac,5400000,"2 BHK Flat for Sale in Handewadi Road, Pune",2,Carpet Area 662 sqft,662,Handewadi Road,Pune,https://www.magicbricks.com/vishwas-yashraj-nakshatra-handewadi-road-pune-pdpid-4d4235343130313335
₹ 86.3 Lac,8630000,"3 BHK Flat for Sale in Kiwale, Dehu Road, Pune",3,Carpet Area 1009 sqft,1009,Kiwale,Pune,https://www.magicbricks.com/gk-aryaban-kiwale-pune-pdpid-4d4235343137313039
₹ 1.80 Cr,18000000,"2 BHK Flat for Sale in Hadapsar, Pune",2,Carpet Area 950 sqft,950,Hadapsar,Pune,https://www.magicbricks.com/amanora-gateway-towers-98-and-99-hadapsar-pune-pdpid-4d4235333535343831
₹ 80 Lac,8000000,"2 BHK Flat for Sale in Kondhwa, Pune",2,Super Area 1210 sqft,1210,Kondhwa,Pune,https://www.magicbricks.com/propertyDetails/2-BHK-1210-Sq-ft-Multistorey-Apartment-FOR-Sale-Kondhwa-in-Pune&id=4d423831383632393631
₹ 4.50 Cr,45000000,"4 BHK Flat for Sale in Koregaon Park, Pune",4,Super Area 4200 sqft,4200,Koregaon Park,Pune,https://www.magicbricks.com/trinity-court-koregaon-park-pune-pdpid-4d4235303230323733
₹ 3.45 Cr,34500000,"4 BHK Flat for Sale in EON Free Zone, Kharadi, Pune",4,Carpet Area 3650 sqft,3650,EON Free Zone,Pune,https://www.magicbricks.com/marvel-zephyr-eon-free-zone-pune-pdpid-4d4235303030363739
₹ 24 Lac,2400000,"1 BHK Flat for Sale in Pirangut, Pune",1,Super Area 548 sqft,548,Pirangut,Pune,https://www.magicbricks.com/propertyDetails/1-BHK-548-Sq-ft-Multistorey-Apartment-FOR-Sale-Pirangut-in-Pune&id=4d423436393139333237
₹ 1.90 Cr,19000000,"4 BHK Flat for Sale in Baner, Pune",4,Carpet Area 1872 sqft,1872,Baner,Pune,https://www.magicbricks.com/nancy-hill-view-baner-pune-pdpid-4d4235333336383935
₹ 96 Lac,9600000,"3 BHK Flat for Sale in Manjri, Manjri Budruk, Pune",3,Carpet Area 1020 sqft,1020,Manjri,Pune,https://www.magicbricks.com/godrej-boulevard-manjri-pune-pdpid-4d4235313430393735
₹ 57 Lac,5700000,"1 BHK Flat for Sale in Thite Nagar, Kharadi, Pune",1,Carpet Area 427 sqft,427,Thite Nagar,Pune,https://www.magicbricks.com/ganga-antra-thite-nagar-pune-pdpid-4d4235333533303231
₹ 1.66 Cr,16600000,"3 BHK Flat for Sale in Baner, Pune",3,Carpet Area 1250 sqft,1250,Baner,Pune,https://www.magicbricks.com/supreme-estado-baner-pune-pdpid-4d4235303032323738
₹ 1.10 Cr,11000000,"2 BHK Flat for Sale in Lullanagar, Pune",2,Carpet Area 936 sqft,936,Lullanagar,Pune,https://www.magicbricks.com/manikchand-malabar-hill-lulla-nagar-pune-pdpid-4d4235313935343035
₹ 73 Lac,7300000,"1 BHK Flat for Sale in Pimpri, Pune",1,Carpet Area 530 sqft,530,Pimpri,Pune,https://www.magicbricks.com/godrej-emerald-waters-pimpri-pune-pdpid-4d4235343136363835
₹ 1.22 Cr,12200000,"2 BHK Flat for Sale in Pimpri, Pune",2,Carpet Area 888 sqft,888,Pimpri,Pune,https://www.magicbricks.com/godrej-emerald-waters-pimpri-pune-pdpid-4d4235343136363835
₹ 49.7 Lac,4970000,"1 BHK Flat for Sale in Aundh, Pune",1,Super Area 500 sqft,500,Aundh,Pune,https://www.magicbricks.com/propertyDetails/1-BHK-500-Sq-ft-Multistorey-Apartment-FOR-Sale-Aundh-in-Pune&id=4d423436393037373031
₹ 4.50 Cr,45000000,"4 BHK Flat for Sale in Baner, Pune",4,Carpet Area 2692 sqft,2692,Baner,Pune,https://www.magicbricks.com/skywards-riviera-valentina-baner-pune-pdpid-4d4235303137393931
₹ 1.25 Cr,12500000,"2 BHK Flat for Sale in Pimpri, Pune",2,Carpet Area 914 sqft,914,Pimpri,Pune,https://www.magicbricks.com/godrej-emerald-waters-pimpri-pune-pdpid-4d4235343136363835
₹ 1.08 Cr,10800000,"2 BHK Flat for Sale in Pimpri, Pune",2,Carpet Area 790 sqft,790,Pimpri,Pune,https://www.magicbricks.com/godrej-emerald-waters-pimpri-pune-pdpid-4d4235343136363835
₹ 49 Lac,4900000,"1 BHK Flat for Sale in Hinjawadi, Pune",1,Super Area 365 sqft,365,Hinjawadi,Pune,https://www.magicbricks.com/propertyDetails/1-BHK-365-Sq-ft-Multistorey-Apartment-FOR-Sale-Hinjewadi-in-Pune&id=4d423639383931383037
₹ 1.30 Cr,13000000,"2 BHK Flat for Sale in Kondhwa BK, Pune",2,Carpet Area 900 sqft,900,Kondhwa BK,Pune,https://www.magicbricks.com/rajgruhi-residency-kondhwa-budruk-pune-pdpid-4d4235303834383830
₹ 1.24 Cr,12400000,"3 BHK Flat for Sale in Tathawade Pimpri Chinchwad, Pune",3,Carpet Area 1100 sqft,1100,Tathawade Pimpri Chinchwad,Pune,https://www.magicbricks.com/renuka-panch-tattva-tathawade-pune-pdpid-4d4235333836383239
₹ 71 Lac,7100000,"2 BHK Flat for Sale in Sus, Pune",2,Carpet Area 700 sqft,700,Sus,Pune,https://www.magicbricks.com/yashwin-2-sus-pune-pdpid-4d4235313538333437
₹ 78.2 Lac,7820000,"2 BHK Flat for Sale in Wakad, Pune",2,Carpet Area 756 sqft,756,Wakad,Pune,https://www.magicbricks.com/kamal-elanza-wakad-pune-pdpid-4d4235333933303535
₹ 3.80 Cr,38000000,"4 BHK Flat for Sale in Model Colony, Shivaji Nagar, Pune",4,Carpet Area 1568 sqft,1568,Model Colony,Pune,https://www.magicbricks.com/propertyDetails/4-BHK-2116-Sq-ft-Multistorey-Apartment-FOR-Sale-Model-Colony-in-Pune&id=4d423831333135333631
₹ 1.49 Cr,14900000,"3 BHK Flat for Sale in Baner, Pune",3,Carpet Area 1372 sqft,1372,Baner,Pune,https://www.magicbricks.com/nancy-hill-view-baner-pune-pdpid-4d4235333336383935
₹ 58 Lac,5800000,"2 BHK Flat for Sale in Pimpri Chinchwad, Pune",2,Carpet Area 850 sqft,850,Pimpri Chinchwad,Pune,https://www.magicbricks.com/propertyDetails/2-BHK-1000-Sq-ft-Multistorey-Apartment-FOR-Sale-Pimpri-Chinchwad-in-Pune&id=4d423436383939333437
₹ 55 Lac,5500000,"2 BHK Flat for Sale in Kale Padal, Hadapsar, Pune",2,Super Area 850 sqft,850,Kale Padal,Pune,https://www.magicbricks.com/propertyDetails/2-BHK-850-Sq-ft-Multistorey-Apartment-FOR-Sale-Kale-Padal-in-Pune&id=4d423830353038383235
₹ 75 Lac,7500000,"1 BHK Flat for Sale in Vishrantwadi, Airport Road, Pune",1,Carpet Area 527 sqft,527,Vishrantwadi,Pune,https://www.magicbricks.com/ram-society-vishrantwadi-pune-pdpid-4d4235303838313137
₹ 1.90 Cr,19000000,"3 BHK Flat for Sale in Baner, Pune",3,Carpet Area 1189 sqft,1189,Baner,Pune,https://www.magicbricks.com/kalpataru-jade-skyline-baner-pune-pdpid-4d4235333836313431
₹ 1.02 Cr,10200000,"2 BHK Flat for Sale in Wagholi, Pune",2,Carpet Area 1004 sqft,1004,Wagholi,Pune,https://www.magicbricks.com/marvel-fria-wagholi-pune-pdpid-4d4235303230353333
₹ 34 Lac,3400000,"2 BHK Flat for Sale in Pirangut, Pune",2,Carpet Area 850 sqft,850,Pirangut,Pune,https://www.magicbricks.com/propertyDetails/2-BHK-900-Sq-ft-Multistorey-Apartment-FOR-Sale-Pirangut-in-Pune&id=4d423436383935363235
₹ 81.9 Lac,8190000,"2 BHK Flat for Sale in Tathawade Pimpri Chinchwad, Pune",2,Carpet Area 713 sqft,713,Tathawade Pimpri Chinchwad,Pune,https://www.magicbricks.com/rohan-harita-tathawade-pune-pdpid-4d4235343137343031
₹ 1.27 Cr,12700000,"3 BHK Flat for Sale in Tathawade Pimpri Chinchwad, Pune",3,Carpet Area 1106 sqft,1106,Tathawade Pimpri Chinchwad,Pune,https://www.magicbricks.com/rohan-harita-tathawade-pune-pdpid-4d4235343137343031
₹ 1.65 Cr,16500000,"3 BHK Flat for Sale in Baner, Pune",3,Carpet Area 1213 sqft,1213,Baner,Pune,https://www.magicbricks.com/nyati-emerald-baner-pune-pdpid-4d4235343131333531
Call for Price,,"4 BHK Flat for Sale in Viman Nagar, Pune",4,Super Area 3775 sqft,3775,Viman Nagar,Pune,https://www.magicbricks.com/marvel-piazza-viman-nagar-pune-pdpid-4d4235303734303437
₹ 3.45 Cr,34500000,"4 BHK Flat for Sale in Pashan, Pune",4,Carpet Area 2059 sqft,2059,Pashan,Pune,https://www.magicbricks.com/malpani-m-soul-strings-pashan-pune-pdpid-4d4235343231313931
₹ 2.25 Cr,22500000,"3 BHK Flat for Sale in Pashan, Pune",3,Carpet Area 1302 sqft,1302,Pashan,Pune,https://www.magicbricks.com/malpani-m-soul-strings-pashan-pune-pdpid-4d4235343231313931
₹ 24 Lac,2400000,"1 BHK Flat for Sale in Chaitraban, Pune",1,Carpet Area 452 sqft,452,Chaitraban,Pune,https://www.magicbricks.com/propertyDetails/1-BHK-611-Sq-ft-Multistorey-Apartment-FOR-Sale-Chaitraban-in-Pune&id=4d423538303134333237
₹ 80 Lac,8000000,"2 BHK Flat for Sale in Thergaon, Pimpri Chinchwad, Pune",2,Super Area 1080 sqft,1080,Thergaon,Pune,https://www.magicbricks.com/propertyDetails/2-BHK-1080-Sq-ft-Multistorey-Apartment-FOR-Sale-Thergaon-in-Pune&id=4d423830313338383039
₹ 1.95 Cr,19500000,"2 BHK Flat for Sale in Koregaon Park, Pune",2,Carpet Area 900 sqft,900,Koregaon Park,Pune,https://www.magicbricks.com/atur-park-koregaon-park-pune-pdpid-4d4235303034323634
₹ 36 Lac,3600000,"1 BHK Flat for Sale in Narhe, Pune",1,Super Area 640 sqft,640,Narhe,Pune,https://www.magicbricks.com/propertyDetails/1-BHK-640-Sq-ft-Multistorey-Apartment-FOR-Sale-Narhe-in-Pune&id=4d423830353038343335
₹ 2.32 Cr,23200000,"3 BHK Flat for Sale in Mundhwa, Pune",3,Carpet Area 1548 sqft,1548,Mundhwa,Pune,https://www.magicbricks.com/godrej-skyline-mundhwa-pune-pdpid-4d4235333437393531
₹ 88 Lac,8800000,"2 BHK Flat for Sale in Wakad, Pune",2,Carpet Area 870 sqft,870,Wakad,Pune,https://www.magicbricks.com/propertyDetails/2-BHK-1130-Sq-ft-Multistorey-Apartment-FOR-Sale-Wakad-in-Pune&id=4d423831363232373431
₹ 22 Lac,2200000,"1 BHK Flat for Sale in Chakan, Pune",1,Super Area 640 sqft,640,Chakan,Pune,https://www.magicbricks.com/propertyDetails/1-BHK-640-Sq-ft-Builder-Floor-Apartment-FOR-Sale-Chakan-in-Pune&id=4d423830313338353935
₹ 1.04 Cr,10400000,"2 BHK Flat for Sale in Bavdhan, Pune",2,Carpet Area 838 sqft,838,Bavdhan,Pune,https://www.magicbricks.com/nyati-equinox-bavdhan-pune-pdpid-4d4235333834343633
₹ 1.51 Cr,15100000,"3 BHK Flat for Sale in Bavdhan, Pune",3,Carpet Area 1213 sqft,1213,Bavdhan,Pune,https://www.magicbricks.com/nyati-equinox-bavdhan-pune-pdpid-4d4235333834343633
₹ 1.50 Cr,15000000,"2 BHK Flat for Sale in Jasminium Society, Pune",2,Carpet Area 980 sqft,980,Jasminium Society,Pune,https://www.magicbricks.com/jasminum-jasminium-society-pune-pdpid-4d4235303031373838
₹ 3.20 Cr,32000000,"3 BHK Flat for Sale in New Kalyani Nagar, Pune",3,Carpet Area 1650 sqft,1650,New Kalyani Nagar,Pune,https://www.magicbricks.com/propertyDetails/3-BHK-2146-Sq-ft-Multistorey-Apartment-FOR-Sale-New-Kalyani-Nagar-in-Pune&id=4d423831333134383433
₹ 1.10 Cr,11000000,"3 BHK Flat for Sale in Pandurang Industrial Area, Pune",3,Carpet Area 1150 sqft,1150,Pandurang Industrial Area,Pune,https://www.magicbricks.com/nanded-city-pandurang-industrial-area-pune-pdpid-4d4235303230323538
₹ 1.18 Cr,11800000,"3 BHK Flat for Sale in Punawale, Pimpri Chinchwad, Pune",3,Carpet Area 1174 sqft,1174,Punawale,Pune,https://www.magicbricks.com/basil-maximus-punawale-pune-pdpid-4d4235343137343333
₹ 19.2 Lac,1920000,"2 BHK Flat for Sale in Nighoje, Pune",2,Super Area 722 sqft,722,Nighoje,Pune,https://www.magicbricks.com/propertyDetails/2-BHK-722-Sq-ft-Multistorey-Apartment-FOR-Sale-Nighoje-in-Pune&id=4d423637383035353735
₹ 2.49 Cr,24900000,"4 BHK Flat for Sale in Baner, Pune",4,Carpet Area 1524 sqft,1524,Baner,Pune,https://www.magicbricks.com/utsav-homes-the-address-baner-pune-pdpid-4d4235333038333733
₹ 2.20 Cr,22000000,"3 BHK Flat for Sale in Baner, Pune",3,Carpet Area 1350 sqft,1350,Baner,Pune,https://www.magicbricks.com/utsav-homes-the-address-baner-pune-pdpid-4d4235333038333733
₹ 2.05 Cr,20500000,"3 BHK Flat for Sale in Baner, Pune",3,Carpet Area 1257 sqft,1257,Baner,Pune,https://www.magicbricks.com/utsav-homes-the-address-baner-pune-pdpid-4d4235333038333733
₹ 2.21 Cr,22100000,"3 BHK Flat for Sale in Magarpatta, Pune",3,Carpet Area 1350 sqft,1350,Magarpatta,Pune,https://www.magicbricks.com/marvel-ritz-magarpatta-city-pune-pdpid-4d4235303230353434
₹ 1.35 Cr,13500000,"2 BHK Flat for Sale in Sopan Baug, Pune",2,Carpet Area 1113 sqft,1113,Sopan Baug,Pune,https://www.magicbricks.com/arun-anika-essentia-sopan-baug-pune-pdpid-4d4235333436363635
₹ 95 Lac,9500000,"2 BHK Flat for Sale in Mahalunge, Pune",2,Carpet Area 810 sqft,810,Mahalunge,Pune,https://www.magicbricks.com/vtp-leonara-mahalunge-pune-pdpid-4d4235313233373231
₹ 2.45 Cr,24500000,"3 BHK Flat for Sale in Kondhwa, Pune",3,Super Area 2350 sqft,2350,Kondhwa,Pune,https://www.magicbricks.com/clover-highlands-kondhwa-pune-pdpid-4d4235303331393332
₹ 35 Lac,3500000,"1 BHK Flat for Sale in Yewalewadi, Katraj, Pune",1,Carpet Area 390 sqft,390,Yewalewadi,Pune,https://www.magicbricks.com/indraprastha-indraprastha-yewale-wadi-pune-pdpid-4d4235333538303239
₹ 1.55 Cr,15500000,"3 BHK Flat for Sale in Baner, Pune",3,Carpet Area 1300 sqft,1300,Baner,Pune,https://www.magicbricks.com/mittal-sun-horizon-baner-pune-pdpid-4d4235303230333937
